"Time (s)","Latitude (°)","Longitude (°)","Altitude (m)","Altitude WGS84 (m)","Speed (m/s)","Direction (°)","Distance (km)","Horizontal Accuracy (m)","Vertical Accuracy (m)","Satellites"
8.367872075E3,4.302036841E1,1.383734195E1,8.468122858E1,1.287957153E2,8.600000143E-1,3.197000122E2,9.391026759E0,3.790092468E0,3.000000000E0,2.500000000E1
8.368874434E3,4.302037322E1,1.383733342E1,8.512823714E1,1.292427368E2,8.999999762E-1,3.121000061E2,9.391726667E0,3.790092468E0,3.000000000E0,2.500000000E1
8.369866967E3,4.302037527E1,1.383732528E1,8.530747719E1,1.294219971E2,8.999999762E-1,2.956000061E2,9.392572995E0,3.790092468E0,3.000000000E0,2.500000000E1
8.370867673E3,4.302037219E1,1.383731576E1,8.613427981E1,1.302488403E2,9.499999881E-1,2.556000061E2,9.393053081E0,3.790092468E0,3.000000000E0,2.500000000E1
8.371872901E3,4.302036951E1,1.383732039E1,8.669599315E1,1.308105469E2,0.000000000E0,0.000000000E0,9.393704296E0,3.790092468E0,3.000000000E0,2.500000000E1
8.372876231E3,4.302036426E1,1.383731684E1,8.598807953E1,1.301026611E2,7.599999905E-1,2.285000000E2,9.394203096E0,3.790092468E0,3.000000000E0,2.500000000E1
8.373866411E3,4.302036017E1,1.383731936E1,8.680899791E1,1.309235840E2,6.299999952E-1,2.036999969E2,9.394718937E0,3.790092468E0,3.000000000E0,2.500000000E1
8.374868930E3,4.302035746E1,1.383732451E1,8.798478756E1,1.320993652E2,5.299999714E-1,1.816000061E2,9.395197312E0,3.790092468E0,3.000000000E0,2.500000000E1
8.375871881E3,4.302035330E1,1.383732301E1,8.880886644E1,1.329234619E2,6.399999857E-1,2.088999939E2,9.395660406E0,3.790092468E0,3.000000000E0,2.500000000E1
8.376874936E3,4.302035189E1,1.383731765E1,8.935327816E1,1.334678955E2,5.699999928E-1,2.236000061E2,9.396003546E0,3.790092468E0,3.000000000E0,2.500000000E1
8.377875544E3,4.302034886E1,1.383731685E1,8.908123245E1,1.331958618E2,3.300000131E-1,1.796000061E2,9.396016188E0,3.790092468E0,3.000000000E0,2.500000000E1
8.378867470E3,4.302034883E1,1.383731700E1,8.912975579E1,1.332443848E2,0.000000000E0,0.000000000E0,9.396034091E0,3.790092468E0,3.000000000E0,2.500000000E1
8.379860755E3,4.302034898E1,1.383731708E1,8.916711004E1,1.332817383E2,0.000000000E0,0.000000000E0,9.396302060E0,3.790092468E0,3.000000000E0,2.200000000E1
8.380880061E3,4.302034707E1,1.383731909E1,8.967858528E1,1.337932129E2,3.100000024E-1,1.518999939E2,9.397032042E0,3.790092468E0,3.000000000E0,2.200000000E1
8.381865825E3,4.302034176E1,1.383732437E1,8.912621787E1,1.332408447E2,8.100000024E-1,1.548000031E2,9.397715077E0,3.790092468E0,3.000000000E0,2.300000000E1
8.382875676E3,4.302033833E1,1.383733134E1,8.872706006E1,1.328416748E2,7.400000095E-1,1.408999939E2,9.398420808E0,3.790092468E0,3.000000000E0,2.500000000E1
8.383867712E3,4.302033533E1,1.383733899E1,8.813814750E1,1.322527466E2,7.300000191E-1,1.250000000E2,9.399185920E0,3.790092468E0,3.000000000E0,2.500000000E1
8.384876373E3,4.302033352E1,1.383734807E1,8.762926039E1,1.317438354E2,7.400000095E-1,1.201999969E2,9.400848644E0,3.790092468E0,3.000000000E0,2.500000000E1
8.385874158E3,4.302032748E1,1.383736678E1,8.812350439E1,1.322380371E2,1.080000043E0,1.235999985E2,9.402247327E0,3.790092468E0,3.000000000E0,2.500000000E1
8.386875104E3,4.302031930E1,1.383737985E1,8.843602167E1,1.325505371E2,1.230000019E0,1.440000000E2,9.403251309E0,3.790092468E0,3.000000000E0,2.500000000E1
8.387879459E3,4.302031548E1,1.383739104E1,8.797498678E1,1.320894775E2,1.159999967E0,1.355000000E2,9.404337849E0,3.790092468E0,3.000000000E0,2.500000000E1
8.388869996E3,4.302031218E1,1.383740362E1,8.694346243E1,1.310579224E2,1.129999995E0,1.275999985E2,9.405509910E0,3.790092468E0,3.000000000E0,2.500000000E1
8.389866288E3,4.302031016E1,1.383741777E1,8.644399064E1,1.305584106E2,1.070000052E0,1.200000000E2,9.406589198E0,3.790092468E0,3.000000000E0,2.500000000E1
8.390869314E3,4.302030830E1,1.383743080E1,8.579790924E1,1.299122925E2,8.999999762E-1,1.203000031E2,9.407589378E0,3.790092468E0,3.000000000E0,2.500000000E1
8.391871096E3,4.302030583E1,1.383744263E1,8.537429517E1,1.294886475E2,9.900000095E-1,1.239000015E2,9.409027872E0,3.790092468E0,3.000000000E0,2.500000000E1
8.392875640E3,4.302030356E1,1.383746005E1,8.494020193E1,1.290545044E2,1.299999952E0,1.055999985E2,9.410188144E0,3.790092468E0,3.000000000E0,2.500000000E1
8.393872857E3,4.302029987E1,1.383747340E1,8.436680877E1,1.284810791E2,1.220000029E0,1.130999985E2,9.411384695E0,3.790092468E0,3.000000000E0,2.500000000E1
8.394873190E3,4.302029775E1,1.383748783E1,8.367471063E1,1.277889404E2,1.179999948E0,1.038000031E2,9.412432560E0,3.790092468E0,3.000000000E0,2.500000000E1
8.395871718E3,4.302029614E1,1.383750053E1,8.398877298E1,1.281029663E2,1.129999995E0,1.114000015E2,9.413382733E0,3.790092468E0,3.000000000E0,2.500000000E1
8.396883553E3,4.302029055E1,1.383750937E1,8.358424347E1,1.276984253E2,1.110000014E0,1.235000000E2,9.414636498E0,3.790092468E0,3.000000000E0,2.500000000E1
8.397866824E3,4.302028124E1,1.383751807E1,8.396955793E1,1.280837402E2,1.110000014E0,1.411999969E2,9.415515201E0,3.790092468E0,3.000000000E0,2.500000000E1
8.398872945E3,4.302027525E1,1.383752512E1,8.345228941E1,1.275664673E2,1.139999986E0,1.371999969E2,9.415897184E0,3.790092468E0,3.000000000E0,2.500000000E1
8.399867968E3,4.302027326E1,1.383752895E1,8.290853353E1,1.270227051E2,9.800000191E-1,1.318999939E2,9.416734487E0,3.790092468E0,3.000000000E0,2.500000000E1
8.400874324E3,4.302026683E1,1.383753431E1,8.268709553E1,1.268012695E2,1.149999976E0,1.476000061E2,9.417806314E0,3.790092468E0,3.000000000E0,2.500000000E1
8.401875249E3,4.302025724E1,1.383753564E1,8.307079814E1,1.271849976E2,1.110000014E0,1.668999939E2,9.419030161E0,3.790092468E0,3.000000000E0,2.500000000E1
8.402877832E3,4.302024649E1,1.383753241E1,8.345808334E1,1.275723267E2,1.090000033E0,1.761000061E2,9.420120268E0,3.790092468E0,3.000000000E0,2.600000000E1
8.403875313E3,4.302023769E1,1.383752650E1,8.418807825E1,1.283023682E2,1.019999981E0,1.856000061E2,9.421280427E0,3.790092468E0,3.000000000E0,2.600000000E1
8.404883485E3,4.302022880E1,1.383751903E1,8.430265030E1,1.284169922E2,1.070000052E0,1.983999939E2,9.421791067E0,3.790092468E0,3.000000000E0,2.600000000E1
8.405878630E3,4.302023088E1,1.383751343E1,8.356814140E1,1.276824951E2,2.800000012E-1,2.971000061E2,9.422001269E0,3.790092468E0,3.000000000E0,2.600000000E1
8.406881660E3,4.302023268E1,1.383751264E1,8.383462389E1,1.279489746E2,0.000000000E0,0.000000000E0,9.422043593E0,3.790092468E0,3.000000000E0,2.600000000E1
8.407881246E3,4.302023306E1,1.383751261E1,8.383920261E1,1.279535522E2,0.000000000E0,0.000000000E0,9.422354000E0,3.790092468E0,3.000000000E0,2.500000000E1
8.408875584E3,4.302023566E1,1.383751400E1,8.363248914E1,1.277468262E2,1.700000018E-1,3.348999939E2,9.422619048E0,3.790092468E0,3.000000000E0,2.500000000E1
8.409873214E3,4.302023804E1,1.383751382E1,8.325358969E1,1.273679199E2,0.000000000E0,0.000000000E0,9.422835613E0,3.790092468E0,3.000000000E0,2.400000000E1
8.410873750E3,4.302023990E1,1.383751461E1,8.345989687E1,1.275742188E2,0.000000000E0,0.000000000E0,9.423225431E0,3.790092468E0,3.000000000E0,2.400000000E1
8.411871115E3,4.302024322E1,1.383751307E1,8.350476298E1,1.276190796E2,3.499999940E-1,2.972000122E2,9.423430088E0,3.790092468E0,3.000000000E0,2.400000000E1
8.412867645E3,4.302024506E1,1.383751313E1,8.348383383E1,1.275981445E2,1.800000072E-1,1.918999939E2,9.424333282E0,3.790092468E0,3.000000000E0,2.500000000E1
8.413873607E3,4.302024373E1,1.383752409E1,8.345884107E1,1.275731201E2,7.500000000E-1,1.091999969E2,9.425788817E0,3.790092468E0,3.000000000E0,2.500000000E1
8.414869016E3,4.302024047E1,1.383754143E1,8.362337731E1,1.277376099E2,1.259999990E0,1.140999985E2,9.427146410E0,3.790092468E0,3.000000000E0,2.600000000E1
8.415868171E3,4.302023914E1,1.383755803E1,8.322700404E1,1.273411865E2,1.019999981E0,1.030999985E2,9.428736027E0,3.790092468E0,3.000000000E0,2.600000000E1
8.416870353E3,4.302023967E1,1.383757757E1,8.275899087E1,1.268731079E2,1.080000043E0,1.006999969E2,9.430298610E0,3.790092468E0,3.000000000E0,2.600000000E1
8.417868085E3,4.302023639E1,1.383759626E1,8.228412716E1,1.263981934E2,1.190000057E0,1.154000015E2,9.431589733E0,3.790092468E0,3.000000000E0,2.700000000E1
8.418874876E3,4.302023325E1,1.383761155E1,8.205827622E1,1.261723022E2,1.220000029E0,1.143000031E2,9.432954145E0,3.790092468E0,3.000000000E0,2.700000000E1
8.419858454E3,4.302022797E1,1.383762670E1,8.180324339E1,1.259172363E2,1.289999962E0,1.130999985E2,9.434529137E0,3.790092468E0,3.000000000E0,2.700000000E1
8.420875661E3,4.302022084E1,1.383764344E1,8.190807328E1,1.260220337E2,1.379999995E0,1.240999985E2,9.435975410E0,3.790092468E0,3.000000000E0,2.700000000E1
8.421887061E3,4.302021401E1,1.383765858E1,8.169173189E1,1.258056641E2,1.320000052E0,1.245999985E2,9.437440497E0,3.790092468E0,3.000000000E0,2.700000000E1
8.422876789E3,4.302020674E1,1.383767361E1,8.145665098E1,1.255705566E2,1.299999952E0,1.234000015E2,9.438909113E0,3.790092468E0,3.000000000E0,2.700000000E1
8.423866097E3,4.302020003E1,1.383768917E1,8.143470831E1,1.255485840E2,1.299999952E0,1.216999969E2,9.440238191E0,3.790092468E0,3.000000000E0,2.700000000E1
8.424867696E3,4.302019425E1,1.383770348E1,8.133781327E1,1.254516602E2,1.289999962E0,1.210999985E2,9.441632692E0,3.790092468E0,3.000000000E0,2.600000000E1
8.425867572E3,4.302018848E1,1.383771871E1,8.148988367E1,1.256036987E2,1.350000024E0,1.371000061E2,9.442610308E0,3.790092468E0,3.000000000E0,2.600000000E1
8.426866462E3,4.302018566E1,1.383773010E1,8.120634277E1,1.253201294E2,1.169999957E0,1.165999985E2,9.443827104E0,3.790092468E0,3.000000000E0,2.600000000E1
8.427863819E3,4.302018289E1,1.383774458E1,8.176448692E1,1.258782349E2,1.259999990E0,1.100000000E2,9.445150605E0,3.790092468E0,3.000000000E0,2.600000000E1
8.428868965E3,4.302017646E1,1.383775828E1,8.128984130E1,1.254035645E2,1.250000000E0,1.244000015E2,9.446415549E0,3.790092468E0,3.000000000E0,2.600000000E1
8.429875953E3,4.302017129E1,1.383777214E1,8.091364981E1,1.250273438E2,1.240000010E0,1.254000015E2,9.447680646E0,3.790092468E0,3.000000000E0,2.600000000E1
8.430868828E3,4.302016580E1,1.383778577E1,8.054197317E1,1.246556396E2,1.240000010E0,1.153000031E2,9.449057705E0,3.790092468E0,3.000000000E0,2.600000000E1
8.431864161E3,4.302016151E1,1.383780166E1,8.018306399E1,1.242966919E2,1.210000038E0,1.126999969E2,9.450491212E0,3.790092468E0,3.000000000E0,2.600000000E1
8.432866551E3,4.302015606E1,1.383781764E1,8.023546742E1,1.243490601E2,1.250000000E0,1.230999985E2,9.452059748E0,3.790092468E0,3.000000000E0,2.600000000E1
8.433868414E3,4.302014808E1,1.383783355E1,8.002437401E1,1.241379395E2,1.210000038E0,1.191999969E2,9.453468768E0,3.790092468E0,3.000000000E0,2.500000000E1
8.434871996E3,4.302014265E1,1.383784921E1,7.981627841E1,1.239298096E2,1.230000019E0,1.070999985E2,9.454789641E0,3.790092468E0,3.000000000E0,2.500000000E1
8.435869325E3,4.302013805E1,1.383786419E1,7.933724811E1,1.234507446E2,1.250000000E0,1.063000031E2,9.456028112E0,3.790092468E0,3.000000000E0,2.500000000E1
8.436867055E3,4.302013425E1,1.383787851E1,7.957367224E1,1.236871338E2,1.240000010E0,1.120000000E2,9.457306231E0,3.790092468E0,3.000000000E0,2.500000000E1
8.437867194E3,4.302012635E1,1.383788993E1,7.983601412E1,1.239494629E2,1.370000005E0,1.361999969E2,9.458701584E0,3.790092468E0,3.000000000E0,2.500000000E1
8.438870211E3,4.302011745E1,1.383790203E1,7.991964419E1,1.240330811E2,1.250000000E0,1.320000000E2,9.459945435E0,3.790092468E0,3.000000000E0,2.500000000E1
8.439869114E3,4.302010849E1,1.383791119E1,7.985909943E1,1.239725342E2,1.240000010E0,1.398000031E2,9.461148502E0,3.790092468E0,3.000000000E0,2.700000000E1
8.440867289E3,4.302009930E1,1.383791900E1,7.975588597E1,1.238693237E2,1.289999962E0,1.513000031E2,9.462592853E0,3.790092468E0,3.000000000E0,2.700000000E1
8.441864713E3,4.302009033E1,1.383793185E1,8.001255294E1,1.241259766E2,1.289999962E0,1.340000000E2,9.463939467E0,3.790092468E0,3.000000000E0,2.700000000E1
8.442878791E3,4.302008067E1,1.383794184E1,7.976652288E1,1.238799438E2,1.240000010E0,1.398999939E2,9.465134824E0,3.790092468E0,3.000000000E0,2.700000000E1
8.443860437E3,4.302007133E1,1.383794912E1,7.929856114E1,1.234119873E2,1.220000029E0,1.378999939E2,9.466554541E0,3.790092468E0,3.000000000E0,2.700000000E1
8.444869507E3,4.302006065E1,1.383795869E1,7.895059783E1,1.230640259E2,1.269999981E0,1.423999939E2,9.467963992E0,3.790092468E0,3.000000000E0,2.700000000E1
8.445873275E3,4.302005121E1,1.383797026E1,7.880399988E1,1.229174194E2,1.279999971E0,1.326999969E2,9.469321073E0,3.790092468E0,3.000000000E0,2.700000000E1
8.446868237E3,4.302004120E1,1.383797981E1,7.854850685E1,1.226619263E2,1.289999962E0,1.436000061E2,9.470630115E0,3.790092468E0,3.000000000E0,2.700000000E1
8.447874581E3,4.302003377E1,1.383799230E1,7.828601238E1,1.223994141E2,1.299999952E0,1.308999939E2,9.471840551E0,3.790092468E0,3.000000000E0,2.700000000E1
8.448869832E3,4.302002598E1,1.383800270E1,7.739777755E1,1.215111694E2,1.320000052E0,1.466999969E2,9.473124235E0,3.790092468E0,3.000000000E0,2.700000000E1
8.449865582E3,4.302001701E1,1.383801264E1,7.651985250E1,1.206332397E2,1.340000033E0,1.486999969E2,9.474404867E0,3.790092468E0,3.000000000E0,2.700000000E1
8.450870314E3,4.302000691E1,1.383802021E1,7.668311494E1,1.207965088E2,1.250000000E0,1.551999969E2,9.475753683E0,3.790092468E0,3.000000000E0,2.700000000E1
8.451873907E3,4.301999620E1,1.383802800E1,7.658972337E1,1.207031250E2,1.299999952E0,1.566999969E2,9.477182691E0,3.790092468E0,3.000000000E0,2.700000000E1
8.452871385E3,4.301998500E1,1.383803662E1,7.646111570E1,1.205745239E2,1.309999943E0,1.501999969E2,9.478561385E0,3.790092468E0,3.000000000E0,2.700000000E1
8.453868370E3,4.301997370E1,1.383804360E1,7.639878655E1,1.205122070E2,1.299999952E0,1.501999969E2,9.479934525E0,3.790092468E0,3.000000000E0,2.700000000E1
8.454870019E3,4.301996190E1,1.383804858E1,7.635701817E1,1.204704590E2,1.289999962E0,1.616000061E2,9.481244727E0,3.790092468E0,3.000000000E0,2.700000000E1
8.455868280E3,4.301995033E1,1.383805163E1,7.746606207E1,1.215795288E2,1.279999971E0,1.681999969E2,9.482486537E0,3.790092468E0,3.000000000E0,2.700000000E1
8.456871642E3,4.301993966E1,1.383804712E1,7.710602889E1,1.212195435E2,1.279999971E0,1.950000000E2,9.483528886E0,3.790092468E0,3.000000000E0,2.700000000E1
8.457873484E3,4.301993091E1,1.383804252E1,7.676113810E1,1.208746948E2,1.029999971E0,2.006999969E2,9.484733047E0,3.790092468E0,3.000000000E0,2.700000000E1
8.458873346E3,4.301992077E1,1.383803732E1,7.665391193E1,1.207675171E2,1.240000010E0,1.901999969E2,9.485918854E0,3.790092468E0,3.000000000E0,2.700000000E1
8.459868360E3,4.301991011E1,1.383803691E1,7.665503720E1,1.207686768E2,1.440000057E0,2.000000000E2,9.487058015E0,3.790092468E0,3.000000000E0,2.700000000E1
8.460867366E3,4.301990019E1,1.383804041E1,7.658098222E1,1.206946411E2,1.230000019E0,1.630000000E2,9.488300410E0,3.790092468E0,3.000000000E0,2.700000000E1
8.461865815E3,4.301988951E1,1.383804490E1,7.617636170E1,1.202900391E2,1.220000029E0,1.656000061E2,9.489563723E0,3.790092468E0,3.000000000E0,2.700000000E1
8.462871666E3,4.301987825E1,1.383804697E1,7.569598686E1,1.198096924E2,1.190000057E0,1.741999969E2,9.490739394E0,3.790092468E0,3.000000000E0,2.700000000E1
8.463865030E3,4.301986784E1,1.383804444E1,7.541567287E1,1.195294189E2,1.230000019E0,1.968999939E2,9.491901381E0,3.790092468E0,3.000000000E0,2.700000000E1
8.464868461E3,4.301985739E1,1.383804444E1,7.494078694E1,1.190545654E2,1.250000000E0,1.886000061E2,9.493159782E0,3.790092468E0,3.000000000E0,2.700000000E1
8.465876019E3,4.301984623E1,1.383804187E1,7.446796562E1,1.185817871E2,1.220000029E0,1.923999939E2,9.494195525E0,3.790092468E0,3.000000000E0,2.700000000E1
8.466868372E3,4.301983772E1,1.383803669E1,7.499300775E1,1.191068726E2,1.070000052E0,2.026000061E2,9.495441417E0,3.790092468E0,3.000000000E0,2.700000000E1
8.467873801E3,4.301983297E1,1.383802281E1,7.579568207E1,1.199096069E2,1.889999986E0,2.627999878E2,9.496480584E0,3.790092468E0,3.000000000E0,2.700000000E1
8.468872124E3,4.301982613E1,1.383801410E1,7.631998543E1,1.204339600E2,1.259999990E0,2.091999969E2,9.497731570E0,3.790092468E0,3.000000000E0,2.700000000E1
8.469869608E3,4.301981583E1,1.383800791E1,7.638579020E1,1.204998169E2,1.429999948E0,2.078999939E2,9.497899266E0,3.790092468E0,3.000000000E0,2.700000000E1
8.470877358E3,4.301981664E1,1.383800965E1,7.531225103E1,1.194262695E2,3.499999940E-1,2.771000061E2,9.499121762E0,3.790092468E0,3.000000000E0,2.700000000E1
8.471872149E3,4.301981717E1,1.383799463E1,7.504151270E1,1.191555786E2,1.740000010E0,2.662999878E2,9.499637014E0,3.790092468E0,3.000000000E0,2.700000000E1
8.472868989E3,4.301981934E1,1.383800023E1,7.502377649E1,1.191378174E2,0.000000000E0,0.000000000E0,9.501285981E0,3.790092468E0,3.000000000E0,2.700000000E1
8.473874133E3,4.301981849E1,1.383797998E1,7.506191573E1,1.191760254E2,2.160000086E0,2.638999939E2,9.502488952E0,3.790092468E0,3.000000000E0,2.700000000E1
8.474874523E3,4.301981319E1,1.383796708E1,7.454635423E1,1.186605225E2,2.079999924E0,2.331999969E2,9.504199244E0,3.790092468E0,3.000000000E0,2.700000000E1
8.475869600E3,4.301979926E1,1.383795816E1,7.460035904E1,1.187145996E2,2.049999952E0,2.178999939E2,9.504806544E0,3.790092468E0,3.000000000E0,2.600000000E1
8.476867319E3,4.301979384E1,1.383795908E1,7.467029152E1,1.187845459E2,5.199999809E-1,2.131999969E2,9.506053873E0,3.790092468E0,3.000000000E0,2.600000000E1
8.477868163E3,4.301978826E1,1.383797239E1,7.503085235E1,1.191450806E2,1.200000048E0,2.040000000E2,9.506669608E0,3.790092468E0,3.000000000E0,2.600000000E1
8.478864112E3,4.301978405E1,1.383797731E1,7.478744716E1,1.189016724E2,5.199999809E-1,1.848000031E2,9.507950512E0,3.790092468E0,3.000000000E0,2.600000000E1
8.479879570E3,4.301977699E1,1.383798976E1,7.402568614E1,1.181398926E2,1.429999948E0,1.671000061E2,9.509289253E0,3.790092468E0,3.000000000E0,2.600000000E1
8.480872112E3,4.301976826E1,1.383800110E1,7.380969268E1,1.179238892E2,1.289999962E0,1.438000031E2,9.510600084E0,3.790092468E0,3.000000000E0,2.700000000E1
8.481859795E3,4.301976011E1,1.383801275E1,7.295100183E1,1.170651855E2,1.230000019E0,1.525000000E2,9.512258543E0,3.790092468E0,3.000000000E0,2.700000000E1
8.482864394E3,4.301974898E1,1.383802633E1,7.267183686E1,1.167860107E2,1.450000048E0,1.561000061E2,9.513749958E0,3.790092468E0,3.000000000E0,2.700000000E1
8.483862978E3,4.301973741E1,1.383803561E1,7.259413353E1,1.167083130E2,1.490000010E0,1.661999969E2,9.514875516E0,3.790092468E0,3.000000000E0,2.700000000E1
8.484867553E3,4.301972794E1,1.383804050E1,7.274487697E1,1.168590698E2,1.450000048E0,1.811000061E2,9.516092743E0,3.790092468E0,3.000000000E0,2.700000000E1
8.485873258E3,4.301971742E1,1.383804464E1,7.261607368E1,1.167302856E2,1.460000038E0,1.845000000E2,9.517621375E0,3.790092468E0,3.000000000E0,2.700000000E1
8.486864249E3,4.301970394E1,1.383804833E1,7.258967673E1,1.167039185E2,1.490000010E0,1.866000061E2,9.519261694E0,3.790092468E0,3.000000000E0,2.700000000E1
8.487867878E3,4.301969014E1,1.383805546E1,7.173656884E1,1.158508301E2,1.509999990E0,1.660000000E2,9.520731521E0,3.790092468E0,3.000000000E0,2.700000000E1
8.488873454E3,4.301967791E1,1.383806232E1,7.195219052E1,1.160664673E2,1.559999943E0,1.666999969E2,9.522325390E0,3.790092468E0,3.000000000E0,2.700000000E1
8.489876101E3,4.301966412E1,1.383806767E1,7.207386933E1,1.161881714E2,1.620000005E0,1.703000031E2,9.523941091E0,3.790092468E0,3.000000000E0,2.700000000E1
8.490878334E3,4.301964963E1,1.383806915E1,7.161002307E1,1.157243652E2,1.649999976E0,1.813999939E2,9.525505467E0,3.790092468E0,3.000000000E0,2.700000000E1
8.491871320E3,4.301963598E1,1.383807381E1,7.131904136E1,1.154334106E2,1.590000033E0,1.733000031E2,9.527089851E0,3.790092468E0,3.000000000E0,2.700000000E1
8.492867117E3,4.301962233E1,1.383807940E1,7.088939082E1,1.150037842E2,1.610000014E0,1.693000031E2,9.528396426E0,3.790092468E0,3.000000000E0,2.700000000E1
8.493867502E3,4.301961099E1,1.383808361E1,7.088216725E1,1.149965820E2,1.429999948E0,1.706000061E2,9.529771127E0,3.790092468E0,3.000000000E0,2.700000000E1
8.494871449E3,4.301959872E1,1.383808568E1,7.129088840E1,1.154053345E2,1.580000043E0,1.718000031E2,9.531155543E0,3.790092468E0,3.000000000E0,2.700000000E1
8.495879239E3,4.301958631E1,1.383808431E1,7.104346995E1,1.151579590E2,1.559999943E0,1.846000061E2,9.532569151E0,3.790092468E0,3.000000000E0,2.700000000E1
8.496876746E3,4.301957360E1,1.383808468E1,7.133200596E1,1.154465332E2,1.549999952E0,1.811000061E2,9.534056706E0,3.790092468E0,3.000000000E0,2.700000000E1
8.497864058E3,4.301956052E1,1.383808084E1,7.109330538E1,1.152078857E2,1.629999995E0,1.956000061E2,9.535663553E0,3.790092468E0,3.000000000E0,2.700000000E1
8.498871169E3,4.301954613E1,1.383807903E1,7.066600875E1,1.147806396E2,1.509999990E0,1.900000000E2,9.537305960E0,3.790092468E0,3.000000000E0,2.700000000E1
8.499860365E3,4.301953136E1,1.383807920E1,7.088959630E1,1.150042725E2,1.559999943E0,1.826999969E2,9.538790986E0,3.790092468E0,3.000000000E0,2.700000000E1
8.500878098E3,4.301951802E1,1.383807833E1,7.029445931E1,1.144091797E2,1.549999952E0,1.833000031E2,9.540455168E0,3.790092468E0,3.000000000E0,2.700000000E1
8.501871870E3,4.301950519E1,1.383808887E1,7.006819663E1,1.141829224E2,1.570000052E0,1.413000031E2,9.541903016E0,3.790092468E0,3.000000000E0,2.700000000E1
8.502877237E3,4.301949282E1,1.383808331E1,7.042928512E1,1.145440674E2,1.529999971E0,1.866000061E2,9.543591231E0,3.790092468E0,3.000000000E0,2.700000000E1
8.503870391E3,4.301948217E1,1.383806851E1,6.995117640E1,1.140660400E2,1.720000029E0,2.235000000E2,9.545752113E0,3.790092468E0,3.000000000E0,2.700000000E1
8.504868919E3,4.301947738E1,1.383804275E1,7.116512768E1,1.152800903E2,1.559999943E0,2.500000000E2,9.547491433E0,3.790092468E0,3.000000000E0,2.700000000E1
8.505883096E3,4.301946986E1,1.383802399E1,7.165942783E1,1.157744751E2,1.610000014E0,2.263999939E2,9.549032171E0,3.790092468E0,3.000000000E0,2.700000000E1
8.506871780E3,4.301946070E1,1.383800977E1,7.180400629E1,1.159191284E2,1.620000005E0,2.273000031E2,9.549813271E0,3.790092468E0,3.000000000E0,2.700000000E1
8.507874558E3,4.301946766E1,1.383801107E1,7.104292373E1,1.151580200E2,0.000000000E0,0.000000000E0,9.551258024E0,3.790092468E0,3.000000000E0,2.700000000E1
8.508872624E3,4.301946571E1,1.383799350E1,7.088715959E1,1.150023193E2,1.570000052E0,2.545000000E2,9.552611968E0,3.790092468E0,3.000000000E0,2.700000000E1
8.509870642E3,4.301945809E1,1.383798051E1,7.174555300E1,1.158607788E2,1.470000029E0,2.401999969E2,9.552738376E0,3.790092468E0,3.000000000E0,2.700000000E1
8.510864600E3,4.301945696E1,1.383798034E1,7.239386436E1,1.165090942E2,0.000000000E0,0.000000000E0,9.553461748E0,3.790092468E0,3.000000000E0,2.700000000E1
8.511879412E3,4.301945902E1,1.383798878E1,7.346616395E1,1.175813599E2,3.300000131E-1,6.909999847E1,9.554461689E0,3.790092468E0,3.000000000E0,2.700000000E1
8.512881413E3,4.301945568E1,1.383797736E1,7.512169490E1,1.192369385E2,1.500000000E0,3.520000000E2,9.554920202E0,3.790092468E0,3.000000000E0,2.700000000E1
8.513879016E3,4.301945709E1,1.383797206E1,7.648893049E1,1.206041870E2,0.000000000E0,0.000000000E0,9.555408462E0,3.790092468E0,3.000000000E0,2.700000000E1
8.514869245E3,4.301946148E1,1.383797193E1,7.594768392E1,1.200629272E2,0.000000000E0,0.000000000E0,9.555755386E0,3.790092468E0,3.000000000E0,2.700000000E1
8.515872143E3,4.301946457E1,1.383797134E1,7.603954949E1,1.201547852E2,0.000000000E0,0.000000000E0,9.555834935E0,3.790092468E0,3.000000000E0,2.700000000E1
8.516863486E3,4.301946528E1,1.383797122E1,7.604345755E1,1.201586914E2,0.000000000E0,0.000000000E0,9.556177989E0,3.790092468E0,3.000000000E0,2.700000000E1
8.517868612E3,4.301946789E1,1.383797347E1,7.635871957E1,1.204739380E2,0.000000000E0,0.000000000E0,9.556376513E0,3.790092468E0,3.000000000E0,2.700000000E1
8.518876135E3,4.301946912E1,1.383797524E1,7.624715691E1,1.203623657E2,0.000000000E0,0.000000000E0,9.556531610E0,3.790092468E0,3.000000000E0,2.700000000E1
8.519860379E3,4.301946893E1,1.383797713E1,7.603146425E1,1.201466675E2,1.500000060E-1,1.515000000E2,9.557315165E0,3.790092468E0,3.000000000E0,2.700000000E1
8.520877987E3,4.301946922E1,1.383798676E1,7.460022219E1,1.187153931E2,4.300000072E-1,1.138000031E2,9.558557627E0,3.790092468E0,3.000000000E0,2.700000000E1
8.521888045E3,4.301946408E1,1.383800033E1,7.273245273E1,1.168475952E2,1.090000033E0,1.565000000E2,9.560077575E0,3.790092468E0,3.000000000E0,2.700000000E1
8.522868018E3,4.301945753E1,1.383801674E1,7.158288886E1,1.156979980E2,1.539999962E0,1.413000031E2,9.561778596E0,3.790092468E0,3.000000000E0,2.700000000E1
8.523863367E3,4.301944928E1,1.383803436E1,7.069797210E1,1.148130493E2,1.500000000E0,1.488999939E2,9.563313440E0,3.790092468E0,3.000000000E0,2.700000000E1
