"Time (s)","Latitude (°)","Longitude (°)","Altitude (m)","Altitude WGS84 (m)","Speed (m/s)","Direction (°)","Distance (km)","Horizontal Accuracy (m)","Vertical Accuracy (m)","Satellites"
1.740152213E3,4.301441676E1,1.379921605E1,2.347151908E2,2.789732056E2,1.029999971E0,2.388000031E2,2.287762687E0,3.790092468E0,3.000000000E0,2.200000000E1
1.741150383E3,4.301440915E1,1.379920412E1,2.346242460E2,2.788823242E2,9.700000286E-1,2.345000000E2,2.289090537E0,3.790092468E0,3.000000000E0,2.200000000E1
1.742148088E3,4.301440029E1,1.379919317E1,2.335082759E2,2.777664185E2,9.800000191E-1,2.293999939E2,2.290485625E0,3.790092468E0,3.000000000E0,2.200000000E1
1.743145768E3,4.301439329E1,1.379917893E1,2.333094153E2,2.775676270E2,1.039999962E0,2.305000000E2,2.291894977E0,3.790092468E0,3.000000000E0,2.200000000E1
1.744139809E3,4.301438763E1,1.379916342E1,2.334831744E2,2.777414551E2,1.059999943E0,2.458999939E2,2.293371676E0,3.790092468E0,3.000000000E0,2.200000000E1
1.745145314E3,4.301437978E1,1.379914877E1,2.335503619E2,2.778087158E2,1.139999986E0,2.266000061E2,2.294975807E0,3.790092468E0,3.000000000E0,2.200000000E1
1.746149149E3,4.301437046E1,1.379913371E1,2.341065571E2,2.783649902E2,1.200000048E0,2.128000031E2,2.296438769E0,3.790092468E0,3.000000000E0,2.200000000E1
1.747156704E3,4.301436261E1,1.379911927E1,2.334414455E2,2.776999512E2,1.139999986E0,2.270000000E2,2.297904522E0,3.790092468E0,3.000000000E0,2.100000000E1
1.748156233E3,4.301435465E1,1.379910490E1,2.334761629E2,2.777347412E2,1.090000033E0,2.371999969E2,2.299351265E0,3.790092468E0,3.000000000E0,2.200000000E1
1.749149805E3,4.301434440E1,1.379909394E1,2.331895951E2,2.774482422E2,1.100000024E0,2.176000061E2,2.300809475E0,3.790092468E0,3.000000000E0,2.200000000E1
1.750150390E3,4.301433561E1,1.379908063E1,2.330375457E2,2.772962646E2,1.110000014E0,2.331000061E2,2.302440655E0,3.790092468E0,3.000000000E0,2.200000000E1
1.751154642E3,4.301432464E1,1.379906731E1,2.338491124E2,2.781079102E2,1.240000010E0,2.248999939E2,2.304234860E0,3.790092468E0,3.000000000E0,2.200000000E1
1.752150838E3,4.301431288E1,1.379905220E1,2.343205217E2,2.785794067E2,1.370000005E0,2.296999969E2,2.305938823E0,3.790092468E0,3.000000000E0,2.200000000E1
1.753145690E3,4.301430165E1,1.379903794E1,2.347700849E2,2.790290527E2,1.129999995E0,2.260000000E2,2.307445784E0,3.790092468E0,3.000000000E0,2.200000000E1
1.754152048E3,4.301429134E1,1.379902591E1,2.350224538E2,2.792814941E2,1.129999995E0,2.273000031E2,2.308980814E0,3.790092468E0,3.000000000E0,2.200000000E1
1.755149658E3,4.301427944E1,1.379901634E1,2.357331387E2,2.799922485E2,1.129999995E0,2.140000000E2,2.310488689E0,3.790092468E0,3.000000000E0,2.200000000E1
1.756147192E3,4.301426795E1,1.379900649E1,2.365437996E2,2.808029785E2,1.139999986E0,2.190000000E2,2.312164997E0,3.790092468E0,3.000000000E0,2.200000000E1
1.757144256E3,4.301425702E1,1.379899229E1,2.362846848E2,2.805439453E2,1.269999981E0,2.345000000E2,2.314062229E0,3.790092468E0,3.000000000E0,2.200000000E1
1.758141343E3,4.301424580E1,1.379897471E1,2.359086146E2,2.801679688E2,1.360000014E0,2.241999969E2,2.315754382E0,3.790092468E0,3.000000000E0,2.200000000E1
1.759149370E3,4.301423621E1,1.379895855E1,2.357845684E2,2.800440063E2,1.149999976E0,2.296000061E2,2.317444850E0,3.790092468E0,3.000000000E0,2.200000000E1
1.760153494E3,4.301422644E1,1.379894262E1,2.357224121E2,2.799819336E2,1.139999986E0,2.291999969E2,2.319041800E0,3.790092468E0,3.000000000E0,2.200000000E1
1.761146499E3,4.301421812E1,1.379892661E1,2.357701845E2,2.800297852E2,1.169999957E0,2.281999969E2,2.320583730E0,3.790092468E0,3.000000000E0,2.200000000E1
1.762144718E3,4.301421014E1,1.379891110E1,2.361769684E2,2.804366455E2,1.169999957E0,2.320000000E2,2.321965629E0,3.790092468E0,3.000000000E0,2.200000000E1
1.763144399E3,4.301420348E1,1.379889675E1,2.363277789E2,2.805875244E2,1.139999986E0,2.301999969E2,2.323552521E0,3.790092468E0,3.000000000E0,2.200000000E1
1.764150125E3,4.301419842E1,1.379887850E1,2.360891164E2,2.803489380E2,1.139999986E0,2.483000031E2,2.325143734E0,3.790092468E0,3.000000000E0,2.200000000E1
1.765146505E3,4.301418865E1,1.379886420E1,2.364453003E2,2.807052002E2,1.139999986E0,2.341999969E2,2.326718902E0,3.790092468E0,3.000000000E0,2.200000000E1
1.766145494E3,4.301417820E1,1.379885112E1,2.373533660E2,2.816133423E2,1.129999995E0,2.308999939E2,2.328213600E0,3.790092468E0,3.000000000E0,2.200000000E1
1.767153124E3,4.301416871E1,1.379883810E1,2.371557221E2,2.814157715E2,1.110000014E0,2.288999939E2,2.329739003E0,3.790092468E0,3.000000000E0,2.200000000E1
1.768154047E3,4.301415944E1,1.379882427E1,2.370654371E2,2.813255615E2,1.110000014E0,2.345000000E2,2.331307264E0,3.790092468E0,3.000000000E0,2.200000000E1
1.769143867E3,4.301415024E1,1.379880965E1,2.368090120E2,2.810692139E2,1.100000024E0,2.305000000E2,2.332720718E0,3.790092468E0,3.000000000E0,2.200000000E1
1.770152976E3,4.301414021E1,1.379879897E1,2.369380952E2,2.811983643E2,1.100000024E0,2.201000061E2,2.334167276E0,3.790092468E0,3.000000000E0,2.200000000E1
1.771156443E3,4.301413009E1,1.379878779E1,2.370917736E2,2.813521118E2,1.480000019E0,2.406000061E2,2.335636730E0,3.790092468E0,3.000000000E0,2.200000000E1
1.772154400E3,4.301412036E1,1.379877556E1,2.370519684E2,2.813123779E2,1.100000024E0,2.351000061E2,2.337065848E0,3.790092468E0,3.000000000E0,2.200000000E1
1.773149747E3,4.301410975E1,1.379876564E1,2.373402930E2,2.816007690E2,1.110000014E0,2.181000061E2,2.338494975E0,3.790092468E0,3.000000000E0,2.200000000E1
1.774149854E3,4.301409933E1,1.379875535E1,2.375773474E2,2.818378906E2,1.139999986E0,2.236000061E2,2.340042989E0,3.790092468E0,3.000000000E0,2.200000000E1
1.775154913E3,4.301408888E1,1.379874277E1,2.377713034E2,2.820319214E2,1.169999957E0,2.363000031E2,2.341576771E0,3.790092468E0,3.000000000E0,2.200000000E1
1.776147322E3,4.301407754E1,1.379873203E1,2.382587196E2,2.825194092E2,1.090000033E0,2.263000031E2,2.342956095E0,3.790092468E0,3.000000000E0,2.200000000E1
1.777148510E3,4.301406743E1,1.379872220E1,2.388146852E2,2.830754395E2,1.080000043E0,2.216999969E2,2.344442851E0,3.790092468E0,3.000000000E0,2.200000000E1
1.778150902E3,4.301405605E1,1.379871260E1,2.390025445E2,2.832633667E2,1.139999986E0,2.150000000E2,2.345861500E0,3.790092468E0,3.000000000E0,2.200000000E1
1.779151408E3,4.301404544E1,1.379870291E1,2.390698005E2,2.833306885E2,1.120000005E0,2.166000061E2,2.347394319E0,3.790092468E0,3.000000000E0,2.200000000E1
1.780149403E3,4.301403479E1,1.379869094E1,2.395764409E2,2.838374023E2,1.179999948E0,2.228000031E2,2.348961052E0,3.790092468E0,3.000000000E0,2.200000000E1
1.781148459E3,4.301402546E1,1.379867650E1,2.393584071E2,2.836194458E2,1.210000038E0,2.376000061E2,2.350403510E0,3.790092468E0,3.000000000E0,2.200000000E1
1.782147651E3,4.301401567E1,1.379866486E1,2.393803712E2,2.836414795E2,1.220000029E0,2.275000000E2,2.351901013E0,3.790092468E0,3.000000000E0,2.200000000E1
1.783153126E3,4.301400457E1,1.379865443E1,2.401619787E2,2.844231567E2,1.250000000E0,2.338999939E2,2.353391846E0,3.790092468E0,3.000000000E0,2.200000000E1
1.784160513E3,4.301399328E1,1.379864454E1,2.401791830E2,2.844404297E2,1.169999957E0,2.181000061E2,2.354845494E0,3.790092468E0,3.000000000E0,2.200000000E1
1.785147988E3,4.301398294E1,1.379863360E1,2.402016970E2,2.844630127E2,1.149999976E0,2.306000061E2,2.356465739E0,3.790092468E0,3.000000000E0,2.200000000E1
1.786151368E3,4.301397056E1,1.379862309E1,2.402144402E2,2.844758301E2,1.279999971E0,2.141999969E2,2.358058051E0,3.790092468E0,3.000000000E0,2.200000000E1
1.787150391E3,4.301395850E1,1.379861253E1,2.405925407E2,2.848540039E2,1.289999962E0,2.308000031E2,2.359521114E0,3.790092468E0,3.000000000E0,2.200000000E1
1.788153507E3,4.301394807E1,1.379860156E1,2.408967926E2,2.851583252E2,1.129999995E0,2.241000061E2,2.361048160E0,3.790092468E0,3.000000000E0,2.200000000E1
1.789147283E3,4.301393766E1,1.379858931E1,2.410956326E2,2.853572388E2,1.149999976E0,2.260000000E2,2.362474218E0,3.790092468E0,3.000000000E0,2.200000000E1
1.790145901E3,4.301392742E1,1.379857875E1,2.413826134E2,2.856442871E2,1.179999948E0,2.193999939E2,2.363857547E0,3.790092468E0,3.000000000E0,2.200000000E1
1.791145533E3,4.301391850E1,1.379856689E1,2.411641622E2,2.854259033E2,1.259999990E0,2.270000000E2,2.365182849E0,3.790092468E0,3.000000000E0,2.200000000E1
1.792151001E3,4.301391053E1,1.379855477E1,2.419834328E2,2.862452393E2,1.460000038E0,2.506999969E2,2.366516438E0,3.790092468E0,3.000000000E0,2.200000000E1
1.793150797E3,4.301390316E1,1.379854183E1,2.425745532E2,2.868364258E2,1.210000038E0,2.408000031E2,2.367733905E0,3.790092468E0,3.000000000E0,2.200000000E1
1.794156139E3,4.301389539E1,1.379853128E1,2.430473941E2,2.873093262E2,1.179999948E0,2.363999939E2,2.369019852E0,3.790092468E0,3.000000000E0,2.200000000E1
1.795147039E3,4.301388713E1,1.379852021E1,2.423263840E2,2.865883789E2,1.149999976E0,2.390000000E2,2.370202649E0,3.790092468E0,3.000000000E0,2.200000000E1
1.796151575E3,4.301387892E1,1.379851096E1,2.419072599E2,2.861693115E2,1.100000024E0,2.318000031E2,2.371569291E0,3.790092468E0,3.000000000E0,2.200000000E1
1.797152268E3,4.301386827E1,1.379850257E1,2.423434165E2,2.866055298E2,1.090000033E0,2.198000031E2,2.372962488E0,3.790092468E0,3.000000000E0,2.200000000E1
1.798145833E3,4.301385748E1,1.379849386E1,2.428384095E2,2.871005859E2,1.100000024E0,2.236999969E2,2.374390316E0,3.790092468E0,3.000000000E0,2.200000000E1
1.799154068E3,4.301384696E1,1.379848379E1,2.425340825E2,2.867963257E2,1.090000033E0,2.210000000E2,2.375807978E0,3.790092468E0,3.000000000E0,2.200000000E1
1.800150477E3,4.301383647E1,1.379847388E1,2.424375808E2,2.866998901E2,1.090000033E0,2.266000061E2,2.377171843E0,3.790092468E0,3.000000000E0,2.200000000E1
1.801154599E3,4.301382931E1,1.379846026E1,2.424822519E2,2.867446289E2,1.090000033E0,2.406000061E2,2.378580670E0,3.790092468E0,3.000000000E0,2.200000000E1
1.802147532E3,4.301382283E1,1.379844537E1,2.426457565E2,2.869082031E2,1.129999995E0,2.441999969E2,2.380014353E0,3.790092468E0,3.000000000E0,2.200000000E1
1.803161601E3,4.301381840E1,1.379842881E1,2.416921968E2,2.859547119E2,1.110000014E0,2.575000000E2,2.381420082E0,3.790092468E0,3.000000000E0,2.200000000E1
1.804152017E3,4.301380995E1,1.379841595E1,2.422968638E2,2.865594482E2,1.100000024E0,2.408000031E2,2.382730279E0,3.790092468E0,3.000000000E0,2.200000000E1
1.805155183E3,4.301380316E1,1.379840278E1,2.422702485E2,2.865328979E2,1.100000024E0,2.521999969E2,2.384151874E0,3.790092468E0,3.000000000E0,2.200000000E1
1.806147687E3,4.301379617E1,1.379838814E1,2.429658568E2,2.872285767E2,1.120000005E0,2.495000000E2,2.385863722E0,3.790092468E0,3.000000000E0,2.200000000E1
1.807147403E3,4.301378477E1,1.379837399E1,2.433358299E2,2.875986328E2,1.269999981E0,2.265000000E2,2.387381961E0,3.790092468E0,3.000000000E0,2.200000000E1
1.808153810E3,4.301377494E1,1.379836103E1,2.436786514E2,2.879415283E2,1.129999995E0,2.343000031E2,2.388769811E0,3.790092468E0,3.000000000E0,2.200000000E1
1.809153365E3,4.301376680E1,1.379834809E1,2.436126649E2,2.878756104E2,1.139999986E0,2.345000000E2,2.390134856E0,3.790092468E0,3.000000000E0,2.200000000E1
1.810147903E3,4.301375998E1,1.379833413E1,2.439379756E2,2.882009888E2,1.230000019E0,2.383000031E2,2.391552359E0,3.790092468E0,3.000000000E0,2.200000000E1
1.811159533E3,4.301375467E1,1.379831828E1,2.445983680E2,2.888614502E2,1.379999995E0,2.433000031E2,2.392944125E0,3.790092468E0,3.000000000E0,2.200000000E1
1.812152738E3,4.301374916E1,1.379830291E1,2.453030118E2,2.895661621E2,1.240000010E0,2.503999939E2,2.394272127E0,3.790092468E0,4.000000000E0,2.200000000E1
1.813142587E3,4.301374382E1,1.379828830E1,2.453857104E2,2.896489258E2,1.299999952E0,2.498000031E2,2.395685849E0,3.790092468E0,4.000000000E0,2.200000000E1
1.814155763E3,4.301373355E1,1.379827805E1,2.450334710E2,2.892967529E2,1.279999971E0,2.148999939E2,2.397111935E0,3.790092468E0,4.000000000E0,2.200000000E1
1.815148236E3,4.301372116E1,1.379827352E1,2.447257992E2,2.889891357E2,1.879999995E0,1.628999939E2,2.399544635E0,3.790092468E0,4.000000000E0,2.200000000E1
1.816149538E3,4.301370549E1,1.379829440E1,2.445053585E2,2.887686768E2,0.000000000E0,0.000000000E0,2.401591248E0,3.790092468E0,3.000000000E0,2.200000000E1
1.817151405E3,4.301370525E1,1.379831957E1,2.442204062E2,2.884836426E2,1.990000010E0,8.809999847E1,2.403137503E0,3.790092468E0,3.000000000E0,2.200000000E1
1.818146693E3,4.301370087E1,1.379833762E1,2.437913742E2,2.880545654E2,1.340000033E0,1.116999969E2,2.403475282E0,3.790092468E0,3.000000000E0,2.200000000E1
1.819146799E3,4.301369786E1,1.379833706E1,2.446522636E2,2.889154663E2,2.700000107E-1,2.120000000E2,2.404209756E0,3.790092468E0,3.000000000E0,2.200000000E1
1.820142605E3,4.301369133E1,1.379833842E1,2.443356578E2,2.885988770E2,8.199999928E-1,1.668000031E2,2.404740794E0,3.790092468E0,3.000000000E0,2.200000000E1
1.821151829E3,4.301368662E1,1.379833950E1,2.442361589E2,2.884993896E2,4.300000072E-1,1.646000061E2,2.406519168E0,3.790092468E0,3.000000000E0,2.200000000E1
1.822146323E3,4.301367340E1,1.379832719E1,2.441577680E2,2.884210815E2,1.529999971E0,2.008999939E2,2.409057210E0,3.917356491E0,3.000000000E0,2.200000000E1
1.823144851E3,4.301366581E1,1.379835663E1,2.433057285E2,2.875689697E2,1.720000029E0,8.919999695E1,2.410483480E0,3.790092468E0,3.000000000E0,2.200000000E1
1.824143513E3,4.301365398E1,1.379836341E1,2.410692626E2,2.853325195E2,1.220000029E0,1.656000061E2,2.411894673E0,3.790092468E0,3.000000000E0,2.200000000E1
1.825149197E3,4.301364807E1,1.379837877E1,2.408141671E2,2.850773926E2,1.240000010E0,1.480000000E2,2.413698874E0,3.790092468E0,3.000000000E0,2.200000000E1
1.826146923E3,4.301363664E1,1.379836302E1,2.410433269E2,2.853066406E2,1.200000048E0,1.911999969E2,2.415734324E0,3.790092468E0,3.000000000E0,2.100000000E1
1.827150803E3,4.301362672E1,1.379834198E1,2.422609994E2,2.865244141E2,1.539999962E0,2.208999939E2,2.417007345E0,3.790092468E0,3.000000000E0,2.000000000E1
1.828145291E3,4.301362583E1,1.379832637E1,2.412089434E2,2.854724121E2,1.139999986E0,2.096999969E2,2.418232913E0,3.790092468E0,3.000000000E0,2.000000000E1
1.829148062E3,4.301362490E1,1.379831135E1,2.410781538E2,2.853416748E2,1.129999995E0,2.260000000E2,2.419540916E0,3.790092468E0,3.000000000E0,2.000000000E1
1.830144989E3,4.301362348E1,1.379829538E1,2.416810021E2,2.859445801E2,1.000000000E0,2.255000000E2,2.421100594E0,3.790092468E0,3.000000000E0,2.100000000E1
1.831141979E3,4.301362130E1,1.379827643E1,2.420415286E2,2.863051758E2,9.800000191E-1,2.415000000E2,2.423009070E0,3.790092468E0,3.000000000E0,2.000000000E1
1.832142991E3,4.301361716E1,1.379825365E1,2.429143654E2,2.871781006E2,1.269999981E0,2.333000031E2,2.424616890E0,3.790092468E0,3.000000000E0,2.000000000E1
1.833149293E3,4.301361447E1,1.379823422E1,2.428901231E2,2.871539307E2,9.100000262E-1,2.465000000E2,2.426388819E0,3.790092468E0,3.000000000E0,2.100000000E1
1.834144259E3,4.301361138E1,1.379821284E1,2.437114541E2,2.879753418E2,1.009999990E0,2.488000031E2,2.427836857E0,3.790092468E0,3.000000000E0,2.100000000E1
1.835138666E3,4.301360646E1,1.379819635E1,2.445482983E2,2.888122559E2,8.799999952E-1,2.348000031E2,2.429382492E0,3.790092468E0,3.000000000E0,2.100000000E1
1.836149741E3,4.301360221E1,1.379817825E1,2.445770338E2,2.888410645E2,9.800000191E-1,2.480000000E2,2.431262312E0,3.790092468E0,3.000000000E0,2.000000000E1
1.837145134E3,4.301360454E1,1.379815535E1,2.446079110E2,2.888720093E2,8.899999857E-1,2.852000122E2,2.432842873E0,3.790092468E0,3.000000000E0,2.100000000E1
1.838137908E3,4.301359176E1,1.379814684E1,2.452546316E2,2.895187988E2,1.159999967E0,1.821999969E2,2.434163864E0,3.790092468E0,3.000000000E0,2.100000000E1
1.839140672E3,4.301358066E1,1.379814105E1,2.471113275E2,2.913755493E2,8.999999762E-1,1.763000031E2,2.435375730E0,3.790092468E0,3.000000000E0,2.000000000E1
1.840146276E3,4.301357515E1,1.379812819E1,2.472971197E2,2.915614014E2,9.900000095E-1,1.948000031E2,2.436084250E0,3.790092468E0,3.000000000E0,2.000000000E1
1.841149616E3,4.301357074E1,1.379812190E1,2.473984033E2,2.916627197E2,1.190000057E0,1.708000031E2,2.436329410E0,3.790092468E0,4.000000000E0,1.900000000E1
1.842150418E3,4.301357002E1,1.379812475E1,2.468362765E2,2.911005859E2,1.299999952E0,8.019999695E1,2.436603074E0,3.790092468E0,4.000000000E0,1.700000000E1
1.843157272E3,4.301357246E1,1.379812519E1,2.462969791E2,2.905612793E2,0.000000000E0,0.000000000E0,2.437242645E0,3.878679991E0,4.000000000E0,1.700000000E1
1.844148765E3,4.301356892E1,1.379813139E1,2.460449129E2,2.903092041E2,1.120000005E0,1.186999969E2,2.438317915E0,3.911047459E0,6.000000000E0,1.700000000E1
1.845155721E3,4.301355925E1,1.379813146E1,2.472187713E2,2.914830933E2,1.190000057E0,1.436999969E2,2.439286304E0,4.165559769E0,6.000000000E0,1.800000000E1
1.846147836E3,4.301355057E1,1.379813049E1,2.474872340E2,2.917515869E2,9.100000262E-1,1.431999969E2,2.440326584E0,4.326619625E0,6.000000000E0,1.800000000E1
1.847140390E3,4.301354228E1,1.379812456E1,2.489909721E2,2.932553711E2,1.039999962E0,1.591000061E2,2.441446843E0,4.110116959E0,6.000000000E0,1.700000000E1
1.848144157E3,4.301353325E1,1.379811845E1,2.495908987E2,2.938553467E2,7.900000215E-1,1.775000000E2,2.444648765E0,4.213044167E0,6.000000000E0,1.800000000E1
1.849145223E3,4.301352441E1,1.379808097E1,2.497865481E2,2.940511475E2,9.200000167E-1,2.283000031E2,2.447549720E0,4.030224323E0,6.000000000E0,1.900000000E1
1.850153496E3,4.301352303E1,1.379804534E1,2.501780283E2,2.944427490E2,1.110000014E0,2.538000031E2,2.449628159E0,3.887340546E0,6.000000000E0,2.000000000E1
1.851147124E3,4.301352412E1,1.379801982E1,2.507166443E2,2.949814453E2,1.149999976E0,2.632000122E2,2.451480540E0,3.810450077E0,4.000000000E0,2.000000000E1
1.852145922E3,4.301352100E1,1.379799744E1,2.499982991E2,2.942631836E2,1.210000038E0,2.438000031E2,2.453116189E0,3.818749905E0,6.000000000E0,2.100000000E1
1.853150117E3,4.301351680E1,1.379797816E1,2.501158981E2,2.943808594E2,9.900000095E-1,2.456999969E2,2.455176185E0,3.790092468E0,4.000000000E0,2.100000000E1
1.854142961E3,4.301350731E1,1.379795640E1,2.506552250E2,2.949202881E2,1.110000014E0,2.198999939E2,2.456541533E0,3.790092468E0,4.000000000E0,2.100000000E1
1.855145283E3,4.301350042E1,1.379794250E1,2.507075254E2,2.949726562E2,9.200000167E-1,2.265000000E2,2.458049746E0,3.790092468E0,3.000000000E0,2.100000000E1
1.856151076E3,4.301349564E1,1.379792514E1,2.505243476E2,2.947895508E2,9.900000095E-1,2.398000031E2,2.459332261E0,3.790092468E0,3.000000000E0,2.100000000E1
1.857147888E3,4.301349016E1,1.379791126E1,2.508094407E2,2.950747070E2,9.100000262E-1,2.335000000E2,2.461027615E0,3.790092468E0,3.000000000E0,2.100000000E1
1.858156940E3,4.301348080E1,1.379789480E1,2.517369690E2,2.960023193E2,1.120000005E0,2.280000000E2,2.462259787E0,3.790092468E0,3.000000000E0,2.100000000E1
1.859153755E3,4.301347360E1,1.379788328E1,2.513741762E2,2.956395874E2,1.000000000E0,2.180000000E2,2.463459478E0,3.790092468E0,3.000000000E0,2.100000000E1
1.860152452E3,4.301346684E1,1.379787178E1,2.510040606E2,2.952695312E2,9.900000095E-1,2.291999969E2,2.464872582E0,3.790092468E0,3.000000000E0,2.100000000E1
1.861149422E3,4.301345925E1,1.379785784E1,2.515393298E2,2.958048706E2,1.039999962E0,2.290000000E2,2.465909960E0,3.790092468E0,3.000000000E0,2.100000000E1
1.862141129E3,4.301345602E1,1.379784587E1,2.516695902E2,2.959351807E2,1.049999952E0,2.455000000E2,2.467073388E0,3.790092468E0,3.000000000E0,2.200000000E1
1.863153785E3,4.301345233E1,1.379783248E1,2.521601350E2,2.964257812E2,1.019999981E0,2.323000031E2,2.468261779E0,3.790092468E0,3.000000000E0,2.200000000E1
1.864150639E3,4.301344717E1,1.379781968E1,2.520342220E2,2.962999268E2,1.049999952E0,2.363999939E2,2.469260724E0,3.790092468E0,3.000000000E0,2.200000000E1
1.865154740E3,4.301344214E1,1.379780950E1,2.517607349E2,2.960264893E2,1.000000000E0,2.356999969E2,2.469818297E0,3.790092468E0,3.000000000E0,2.200000000E1
1.866149562E3,4.301343943E1,1.379780373E1,2.517093157E2,2.959750977E2,9.200000167E-1,2.313000031E2,2.470882042E0,3.790092468E0,3.000000000E0,2.200000000E1
1.867158022E3,4.301343217E1,1.379779521E1,2.521412713E2,2.964071045E2,9.300000072E-1,2.248999939E2,2.471795506E0,3.790092468E0,3.000000000E0,2.200000000E1
1.868155336E3,4.301342699E1,1.379778649E1,2.519722807E2,2.962381592E2,9.200000167E-1,2.308000031E2,2.472680265E0,3.790092468E0,3.000000000E0,2.200000000E1
1.869147928E3,4.301342223E1,1.379777777E1,2.521061480E2,2.963720703E2,9.100000262E-1,2.391000061E2,2.473705417E0,3.790092468E0,3.000000000E0,2.200000000E1
1.870152622E3,4.301341611E1,1.379776834E1,2.518466980E2,2.961126709E2,9.100000262E-1,2.335000000E2,2.474699583E0,3.790092468E0,3.000000000E0,2.200000000E1
1.871144979E3,4.301340991E1,1.379775953E1,2.521833191E2,2.964493408E2,9.100000262E-1,2.298000031E2,2.475666454E0,3.790092468E0,3.000000000E0,2.200000000E1
1.872150121E3,4.301340666E1,1.379774850E1,2.522332602E2,2.964993286E2,9.100000262E-1,2.536999969E2,2.476569445E0,3.790092468E0,3.000000000E0,2.100000000E1
1.873152092E3,4.301340237E1,1.379773907E1,2.527123415E2,2.969784546E2,8.999999762E-1,2.421000061E2,2.477566627E0,3.790092468E0,3.000000000E0,2.100000000E1
1.874160321E3,4.301339764E1,1.379772865E1,2.519373287E2,2.962034912E2,8.899999857E-1,2.500000000E2,2.478679927E0,3.790092468E0,3.000000000E0,2.100000000E1
1.875148678E3,4.301338923E1,1.379772122E1,2.519323945E2,2.961986084E2,1.090000033E0,2.146999969E2,2.480017572E0,3.790092468E0,3.000000000E0,2.100000000E1
1.876151985E3,4.301337823E1,1.379771456E1,2.527576548E2,2.970239258E2,8.999999762E-1,1.996000061E2,2.481441121E0,3.790092468E0,3.000000000E0,2.100000000E1
1.877151102E3,4.301337099E1,1.379770012E1,2.532849279E2,2.975512695E2,1.240000010E0,2.381000061E2,2.482521780E0,3.790092468E0,3.000000000E0,2.100000000E1
1.878152075E3,4.301336363E1,1.379769144E1,2.533217410E2,2.975881348E2,8.899999857E-1,2.196999969E2,2.483671022E0,3.790092468E0,3.000000000E0,2.100000000E1
1.879152604E3,4.301335794E1,1.379767964E1,2.537541792E2,2.980206299E2,1.019999981E0,2.421999969E2,2.485057835E0,3.790092468E0,3.000000000E0,2.100000000E1
1.880145060E3,4.301334984E1,1.379766667E1,2.540746062E2,2.983411255E2,9.399999976E-1,2.315000000E2,2.486314388E0,3.790092468E0,3.000000000E0,2.100000000E1
1.881149751E3,4.301334170E1,1.379765595E1,2.544536953E2,2.987202759E2,9.499999881E-1,2.331000061E2,2.487715275E0,3.790092468E0,3.000000000E0,2.100000000E1
1.882146377E3,4.301333290E1,1.379764362E1,2.549430065E2,2.992096558E2,9.700000286E-1,2.438999939E2,2.488933623E0,3.790092468E0,3.000000000E0,2.100000000E1
1.883151225E3,4.301332758E1,1.379763052E1,2.547555685E2,2.990222778E2,9.700000286E-1,2.511000061E2,2.490256592E0,3.790092468E0,3.000000000E0,2.100000000E1
1.884145906E3,4.301332211E1,1.379761607E1,2.547870587E2,2.990538330E2,1.019999981E0,2.418000031E2,2.491483944E0,3.790092468E0,3.000000000E0,2.100000000E1
1.885157246E3,4.301331602E1,1.379760348E1,2.546324568E2,2.988992920E2,9.800000191E-1,2.330000000E2,2.492963932E0,3.790092468E0,3.000000000E0,2.100000000E1
1.886156227E3,4.301331419E1,1.379758545E1,2.539986637E2,2.982655640E2,1.240000010E0,2.650000000E2,2.494250180E0,3.790092468E0,3.000000000E0,2.100000000E1
1.887148186E3,4.301331074E1,1.379757035E1,2.541608955E2,2.984278564E2,1.029999971E0,2.543999939E2,2.495485224E0,3.790092468E0,3.000000000E0,2.100000000E1
1.888154872E3,4.301330458E1,1.379755771E1,2.539281682E2,2.981951904E2,9.700000286E-1,2.443999939E2,2.496689194E0,3.790092468E0,3.000000000E0,2.100000000E1
1.889150260E3,4.301329575E1,1.379754914E1,2.538243520E2,2.980914307E2,1.039999962E0,2.155000000E2,2.497711703E0,3.790092468E0,3.000000000E0,2.100000000E1
1.890153766E3,4.301328817E1,1.379754202E1,2.536723878E2,2.979395142E2,1.049999952E0,2.208000031E2,2.498687250E0,3.790092468E0,3.000000000E0,2.100000000E1
1.891152792E3,4.301328146E1,1.379753429E1,2.541556783E2,2.984228516E2,1.000000000E0,2.253999939E2,2.499737705E0,3.790092468E0,3.000000000E0,2.100000000E1
1.892158919E3,4.301327527E1,1.379752453E1,2.544930898E2,2.987603149E2,9.900000095E-1,2.318999939E2,2.500761029E0,3.790092468E0,3.000000000E0,2.100000000E1
1.893155392E3,4.301326877E1,1.379751562E1,2.544334694E2,2.987007446E2,9.800000191E-1,2.271000061E2,2.501703164E0,3.790092468E0,3.000000000E0,2.200000000E1
1.894149808E3,4.301326486E1,1.379750534E1,2.546651736E2,2.989324951E2,1.019999981E0,2.458000031E2,2.502756339E0,3.790092468E0,3.000000000E0,2.200000000E1
1.895154414E3,4.301325802E1,1.379749638E1,2.550883400E2,2.993557129E2,9.700000286E-1,2.346999969E2,2.503828731E0,3.790092468E0,3.000000000E0,2.200000000E1
1.896163923E3,4.301325042E1,1.379748826E1,2.552586381E2,2.995260620E2,1.009999990E0,2.346000061E2,2.504831966E0,3.790092468E0,3.000000000E0,2.200000000E1
